2026-03-10T10:23:56.041Z INFO   Release tool started
2026-03-10T10:24:59.209Z INFO  [ui-core][v2.8] Pushed tag v2.8.31
2026-03-10T10:24:59.238Z INFO  [ui-core][v2.8] Deleted local tag v2.8.31 after push (legacy behavior)
2026-03-10T10:24:59.238Z INFO  [ui-core][v2.8] Tag v2.8.31 created and pushed
2026-03-10T10:24:59.347Z INFO  [ui-core][v2.8] Returned to develop
2026-03-10T10:24:59.347Z INFO   Head repo ui-core completed — processing children: ui-theme-classic, ui-theme-photo
2026-03-10T10:24:59.347Z WARN  [ui-core] [legacy-bug] UpgradeTheme2.sh would have created tag "test2.7.95" instead of "v2.7.95"
2026-03-10T10:24:59.347Z WARN  [ui-core] [legacy-bug] UpgradeTheme2.sh would have created tag "test2.8.31" instead of "v2.8.31"
2026-03-10T10:24:59.347Z INFO  [ui-theme-classic] Processing repo: ui-theme-classic
2026-03-10T10:24:59.554Z INFO  [ui-theme-classic] Checked out develop
2026-03-10T10:25:01.869Z INFO  [ui-theme-classic] Pulled latest changes
2026-03-10T10:25:04.172Z INFO  [ui-theme-classic] Fetched tags from remote
2026-03-10T10:25:04.272Z INFO  [ui-theme-classic] Using run-wide tracks: v2.7, v2.8
2026-03-10T10:25:04.272Z INFO  [ui-theme-classic][v2.7] Processing track v2.7
2026-03-10T10:25:06.600Z INFO  [ui-theme-classic][v2.7] Checked out v2.7.78
2026-03-10T10:25:06.600Z INFO  [ui-theme-classic][v2.7] Using run-wide cherry-pick SHAs
2026-03-10T10:25:06.626Z ERROR [ui-theme-classic][v2.7] SHA c06bd3414d86cf7516260e5b982502dcb657c1ae not found in repo history
2026-03-10T10:25:06.626Z WARN  [ui-theme-classic][v2.7] All SHAs were invalid, skipping cherry-pick
2026-03-10T10:25:06.752Z INFO  [ui-theme-classic][v2.7] Bumped ui-core to git+ssh://git@github.com:atypon/ui-core.git#v2.7.95
2026-03-10T10:25:08.973Z INFO  [ui-theme-classic][v2.7] Bumped ui-article to v7.0.1
2026-03-10T10:25:11.446Z INFO  [ui-theme-classic][v2.7] npm install skipped by engineer
2026-03-10T10:25:12.360Z INFO  [ui-theme-classic][v2.7] npm build skipped by engineer
DIFF SUMMARY: ui-theme-classic v2.7.78 → v2.7.79 | 2 commits, 1 files, +2/-2
2026-03-10T10:27:53.533Z INFO  [ui-theme-classic][v2.7] Tag v2.7.79 created locally
2026-03-10T10:27:53.533Z INFO  [ui-theme-classic][v2.7] Detached HEAD — pushing tag only (no branch push)
2026-03-10T10:27:55.940Z INFO  [ui-theme-classic][v2.7] Pushed tag v2.7.79
2026-03-10T10:27:55.977Z INFO  [ui-theme-classic][v2.7] Deleted local tag v2.7.79 after push (legacy behavior)
2026-03-10T10:27:55.977Z INFO  [ui-theme-classic][v2.7] Tag v2.7.79 created and pushed
2026-03-10T10:27:56.058Z INFO  [ui-theme-classic][v2.7] Returned to develop
2026-03-10T10:27:56.058Z INFO  [ui-theme-classic][v2.8] Processing track v2.8
2026-03-10T10:27:58.340Z INFO  [ui-theme-classic][v2.8] Checked out v2.8.18
2026-03-10T10:27:58.340Z INFO  [ui-theme-classic][v2.8] Using run-wide cherry-pick SHAs
2026-03-10T10:27:58.369Z ERROR [ui-theme-classic][v2.8] SHA c06bd3414d86cf7516260e5b982502dcb657c1ae not found in repo history
2026-03-10T10:27:58.369Z WARN  [ui-theme-classic][v2.8] All SHAs were invalid, skipping cherry-pick
2026-03-10T10:27:58.479Z INFO  [ui-theme-classic][v2.8] Bumped ui-core to git+ssh://git@github.com:atypon/ui-core.git#v2.8.31
2026-03-10T10:28:00.722Z INFO  [ui-theme-classic][v2.8] Bumped ui-article to v7.0.1
2026-03-10T10:28:11.308Z INFO  [ui-theme-classic][v2.8] npm install skipped by engineer
2026-03-10T10:28:14.930Z INFO  [ui-theme-classic][v2.8] npm build skipped by engineer
DIFF SUMMARY: ui-theme-classic v2.8.18 → v2.8.19 | 2 commits, 1 files, +2/-2
2026-03-10T10:29:59.946Z INFO  [ui-theme-classic][v2.8] Tag v2.8.19 created locally
2026-03-10T10:29:59.946Z INFO  [ui-theme-classic][v2.8] Detached HEAD — pushing tag only (no branch push)
2026-03-10T10:30:02.857Z INFO  [ui-theme-classic][v2.8] Pushed tag v2.8.19
2026-03-10T10:30:02.899Z INFO  [ui-theme-classic][v2.8] Deleted local tag v2.8.19 after push (legacy behavior)
2026-03-10T10:30:02.899Z INFO  [ui-theme-classic][v2.8] Tag v2.8.19 created and pushed
2026-03-10T10:30:02.959Z INFO  [ui-theme-classic][v2.8] Returned to develop
2026-03-10T10:30:02.959Z INFO  [ui-theme-photo] Processing repo: ui-theme-photo
2026-03-10T10:30:03.013Z INFO  [ui-theme-photo] Checked out develop
2026-03-10T10:30:05.684Z INFO  [ui-theme-photo] Pulled latest changes
2026-03-10T10:30:08.325Z INFO  [ui-theme-photo] Fetched tags from remote
2026-03-10T10:30:08.423Z INFO  [ui-theme-photo] Using run-wide tracks: v2.7, v2.8
2026-03-10T10:30:08.423Z INFO  [ui-theme-photo][v2.7] Processing track v2.7
2026-03-10T10:30:10.840Z INFO  [ui-theme-photo][v2.7] Checked out v2.7.96
2026-03-10T10:30:10.840Z INFO  [ui-theme-photo][v2.7] Using run-wide cherry-pick SHAs
2026-03-10T10:30:10.883Z ERROR [ui-theme-photo][v2.7] SHA c06bd3414d86cf7516260e5b982502dcb657c1ae not found in repo history
2026-03-10T10:30:10.883Z WARN  [ui-theme-photo][v2.7] All SHAs were invalid, skipping cherry-pick
2026-03-10T10:30:11.024Z INFO  [ui-theme-photo][v2.7] Bumped ui-core to git+ssh://git@github.com:atypon/ui-core.git#v2.7.95
2026-03-10T10:30:13.200Z INFO  [ui-theme-photo][v2.7] Bumped ui-article to v7.0.1
